complaint_id,product,issue,company,state,city,zip_code,status,date_received,date_sent_to_company,response_time_days,timely_response?,consumer_disputed?,company_response_to_consumer
101011,Credit Card,Fees,Finserv Co,Tx,Philadelphia,,Open,2023-05-01,2023-05-17,16,N,Yes,Closed with explanation
101012,Debt Collection,Fees,Nan,Nan,New York,14435.0,Open,2023-07-25,2023-09-06,43,TRUE,FALSE,In progress
101013,Student Loan,Identity Theft,United Credit,,Houston,86885.0,,2023-02-07,2023-02-12,5,,TRUE,Closed
101014,Bank Account,Other,Nan,Nc,Nan,37210.0,,2024-02-01,2024-02-20,19,,TRUE,
101015,Mortgage,Other,Nan,Ga,Charlotte,65857.0,Closed,2023-11-21,2023-12-01,10,TRUE,,In progress
101016,Mortgage,Identity Theft,,Nc,,91501.0,Resolved,2023-02-12,2023-02-19,7,Yes,,Closed
101017,Credit Card,,Acme Bank,Pa,,32993.0,Closed,2023-04-21,2023-04-27,6,TRUE,FALSE,In progress
101018,Mortgage,Identity Theft,Acme Bank,Tx,New York,47002.0,Open,2023-10-05,2023-10-12,7,Y,No,
101019,Bank Account,Identity Theft,Nan,Pa,Columbus,84548.0,In Progress,2023-09-28,2023-10-29,31,No,Yes,In progress
101020,Mortgage,Identity Theft,United Credit,Mi,Nan,87819.0,In Progress,2024-02-06,2024-02-27,21,,No,Closed with explanation
101021,Credit Reporting,Incorrect Information,Northstar Finance,Mi,Atlanta,31169.0,,2023-05-14,2023-06-06,23,N,TRUE,In progress
101022,Credit Card,Identity Theft,United Credit,Mi,,55778.0,,2024-04-07,2024-05-03,26,,FALSE,
101023,Bank Account,Billing Disputes,,Nc,Detroit,,,2023-08-11,2023-09-23,43,Y,,Closed
101024,Debt  Collection,Incorrect Information,Northstar Finance,Ny,Los Angeles,56527.0,Open,2024-02-16,2024-04-07,51,TRUE,Yes,
101025,Student  Loan,Fees,Finserv Co,Nc,Nan,,,2023-04-30,2023-05-29,29,FALSE,Y,Closed
101026,Credit Reporting,Identity Theft,United Credit,Nan,,10469.0,Resolved,2023-01-19,2023-02-24,36,,Y,
101027,Bank Account,Fees,Northstar Finance,Mi,New York,93206.0,Closed,2023-01-28,2023-03-12,43,No,FALSE,
101028,Bank Account,Identity Theft,Acme Bank,Nc,,,Resolved,2023-07-06,2023-08-14,39,TRUE,Yes,
101029,Student Loan,Collection Harassment,Finserv Co,Fl,Philadelphia,51549.0,Open,2024-04-21,2024-04-24,3,N,,
101030,Debt  Collection,Fees,Acme Bank,,Los Angeles,,In Progress,2023-01-25,2023-03-24,58,N,Yes,Closed with explanation
101031,Credit  Card,,,Oh,Los Angeles,16414.0,,2023-07-04,2023-07-09,5,,TRUE,
101032,Debt Collection,Billing Disputes,Nan,Fl,New York,53086.0,,2023-02-24,2023-03-17,21,No,,In progress
101033,Mortgage,Other,,Oh,Los Angeles,68417.0,Closed,2024-04-10,2024-05-17,37,TRUE,No,
101034,Debt Collection,Incorrect Information,Nan,Ca,Atlanta,33428.0,Closed,2023-12-04,2023-12-25,21,N,FALSE,Closed with explanation
101035,Bank Account,Billing Disputes,Acme Bank,Nan,Miami,,Resolved,2024-01-17,2024-01-27,10,,TRUE,Closed
101036,Credit  Card,,Nan,Mi,Nan,45314.0,Open,2023-12-23,2024-02-16,55,No,,Closed
101037,Mortgage,Identity Theft,Nan,Il,Charlotte,10996.0,,2023-11-25,2023-11-24,-1,No,TRUE,
101038,Student  Loan,Identity Theft,Acme Bank,,Detroit,,Closed,2024-01-22,2024-02-01,10,Yes,,
101039,Debt Collection,Other,Northstar Finance,Ny,Atlanta,26296.0,Closed,2023-01-05,2023-03-05,59,N,N,
101040,Credit  Card,Identity Theft,Metro Loans,Pa,Philadelphia,,Closed,2024-03-08,2024-04-19,42,Yes,No,In progress
101042,Student Loan,,United Credit,Ny,New York,,,2024-01-05,2024-02-18,44,No,,
101043,Student  Loan,Billing Disputes,Acme Bank,Mi,Los Angeles,56336.0,,2023-07-16,2023-09-12,58,N,N,
101044,Student Loan,Billing Disputes,Nan,,,,,2024-02-05,2024-02-06,1,TRUE,,Closed with explanation
101045,Credit Reporting,Billing Disputes,,Nc,,,Resolved,2023-07-10,2023-07-31,21,FALSE,,
101046,,Incorrect Information,,Tx,Philadelphia,15165.0,Closed,2023-01-25,2023-02-19,25,Yes,FALSE,
101047,,Incorrect Information,Acme Bank,Nan,Detroit,27213.0,,2024-03-29,2024-04-01,3,No,,
101048,Credit Reporting,Billing Disputes,United Credit,Il,Los Angeles,38745.0,,2023-04-28,2023-05-06,8,Y,TRUE,
101049,Mortgage,Incorrect Information,Northstar Finance,Nan,Los Angeles,28472.0,Resolved,2023-02-20,2023-02-26,6,TRUE,,
101050,Mortgage,Identity Theft,Nan,Nc,Los Angeles,38927.0,,2023-11-07,2023-11-14,7,,Y,
101051,,Fees,,Ca,Los Angeles,97214.0,Closed,2023-04-27,2023-05-18,21,No,TRUE,
101052,Credit Reporting,Other,Northstar Finance,Ca,Miami,44144.0,In Progress,2024-03-05,2024-03-30,25,Yes,Yes,Closed with explanation
101053,Mortgage,Collection Harassment,,Ny,Atlanta,67123.0,,2023-08-10,2023-08-20,10,FALSE,No,
101054,Student Loan,Other,Nan,Ca,Los Angeles,71629.0,In Progress,2023-01-03,2023-01-16,13,,TRUE,
101055,Credit Reporting,Identity Theft,,Il,Philadelphia,21712.0,,2024-04-20,2024-04-27,7,,FALSE,
101056,Student  Loan,Identity Theft,Acme Bank,Ny,Columbus,32296.0,,2023-09-15,2023-10-31,46,TRUE,Yes,
101057,Bank Account,Identity Theft,Metro Loans,Nan,Philadelphia,51423.0,Closed,2023-12-05,2024-01-27,53,TRUE,Yes,Closed
101059,Credit  Card,Other,Northstar Finance,Tx,Nan,11186.0,In Progress,2023-09-23,2023-10-23,30,N,TRUE,
101060,Credit Card,Identity Theft,Finserv Co,Nan,Los Angeles,37062.0,Resolved,2024-01-15,2024-02-20,36,N,Yes,
101062,Credit Reporting,Other,Finserv Co,Mi,Nan,39008.0,,2023-07-20,2023-08-01,12,TRUE,,
101063,Credit  Card,Fees,Acme Bank,Nc,Nan,64269.0,Closed,2023-12-16,2024-01-19,34,FALSE,TRUE,
101064,Debt Collection,Collection Harassment,Metro Loans,,Chicago,95388.0,Closed,2024-03-23,2024-04-04,12,No,Yes,Closed
101065,Mortgage,Incorrect Information,,Nc,Columbus,87845.0,Closed,2023-11-02,2023-11-04,2,Yes,FALSE,
101066,Student  Loan,Billing Disputes,Nan,Mi,Charlotte,,,2023-12-02,2023-12-13,11,Yes,,In progress
101067,Debt Collection,Nan,Northstar Finance,Ga,Nan,,,2023-05-08,2023-05-20,12,N,N,
101068,Student Loan,Billing Disputes,United Credit,Ga,New York,,Open,2023-04-29,2023-05-02,3,TRUE,,In progress
101069,Credit Card,Fees,United Credit,Il,Atlanta,,,2023-07-27,2023-07-23,-4,,N,Closed
101070,Debt Collection,Incorrect Information,United Credit,Ga,Chicago,40943.0,Open,2024-03-02,2024-04-27,56,N,Yes,In progress
101071,Credit Reporting,Collection Harassment,Finserv Co,Nan,Chicago,,Resolved,2023-09-20,2023-10-18,28,TRUE,Yes,In progress
101072,Credit Reporting,Other,Northstar Finance,Pa,Miami,,Open,2023-06-24,2023-07-15,21,,Yes,
101073,Credit  Card,Incorrect Information,Nan,Ca,Chicago,23578.0,,2024-01-25,2024-03-20,55,FALSE,Y,Closed with explanation
101074,Debt Collection,Other,,Nc,Miami,26810.0,,2024-03-02,2024-03-11,9,FALSE,N,
101075,Debt Collection,Billing Disputes,,Nan,Nan,,In Progress,2024-03-27,2024-04-17,21,Y,N,Closed
101076,Bank Account,Billing Disputes,,,Miami,,,2023-05-30,2023-07-19,50,No,N,Closed
101077,Bank Account,Other,Northstar Finance,Ga,Houston,13380.0,,2023-12-21,2024-01-26,36,,,In progress
101078,Credit Card,Fees,Acme Bank,,Houston,60743.0,Closed,2023-10-23,2023-11-12,20,TRUE,Yes,
101079,Student Loan,Incorrect Information,,Fl,Columbus,85810.0,Resolved,2023-08-13,2023-08-24,11,Yes,,
101080,Mortgage,Billing Disputes,,Pa,Charlotte,48308.0,Closed,2023-07-18,2023-07-15,-3,N,No,
101081,Mortgage,Identity Theft,Nan,Pa,Miami,38673.0,,2023-02-27,2023-02-27,0,Yes,,Closed with explanation
101082,Student  Loan,Collection Harassment,Nan,Il,Columbus,34529.0,Resolved,2023-05-18,2023-05-23,5,,No,In progress
101083,Student Loan,Collection Harassment,Metro Loans,Nan,,44147.0,,2023-10-02,2023-11-17,46,TRUE,Yes,
101084,Debt Collection,Other,Acme Bank,Nan,Nan,35075.0,Resolved,2024-03-19,2024-04-24,36,,Yes,
101085,Credit Reporting,Incorrect Information,United Credit,Il,,93178.0,Resolved,2024-03-09,2024-04-01,23,N,Y,Closed
101086,Debt Collection,Incorrect Information,Metro Loans,Ca,New York,99290.0,Open,2023-04-04,2023-05-19,45,Yes,,
101087,Bank Account,Billing Disputes,Acme Bank,,Nan,40895.0,,2023-12-06,2023-12-11,5,FALSE,N,
101088,Nan,Billing Disputes,Acme Bank,,,93130.0,Closed,2023-02-12,2023-02-20,8,FALSE,No,Closed
101089,Credit  Card,Incorrect Information,Acme Bank,,Atlanta,,In Progress,2023-12-04,2023-12-24,20,No,FALSE,
101090,Debt  Collection,Fees,Northstar Finance,Fl,Houston,16830.0,Resolved,2023-06-20,2023-08-13,54,FALSE,TRUE,In progress
101091,Nan,Billing Disputes,Finserv Co,Nan,Detroit,,,2023-08-13,2023-09-16,34,No,FALSE,Closed
101092,Student  Loan,Incorrect Information,Nan,Nan,Atlanta,69088.0,Resolved,2023-12-25,2024-02-13,50,FALSE,FALSE,
101093,Debt Collection,Fees,Finserv Co,,Miami,47991.0,Closed,2023-08-01,2023-08-12,11,FALSE,,Closed
101094,Credit Reporting,Collection Harassment,Northstar Finance,,Miami,51118.0,Closed,2024-02-08,2024-03-29,50,No,No,Closed
101095,Bank Account,Other,Nan,,,,Closed,2023-09-24,2023-09-23,-1,Y,N,Closed with explanation
101096,Nan,Incorrect Information,Finserv Co,Oh,Nan,71992.0,Resolved,2024-05-14,2024-05-23,9,No,FALSE,In progress
101097,Nan,Incorrect Information,United Credit,Ca,Columbus,36438.0,,2023-11-16,2023-12-14,28,FALSE,TRUE,
101098,Bank Account,Other,Nan,Tx,New York,63725.0,,2023-05-29,2023-05-27,-2,No,,
101099,Debt Collection,Collection Harassment,Nan,Nan,New York,31913.0,,2024-01-23,2024-03-13,50,FALSE,,
101100,Debt Collection,Identity Theft,,,Charlotte,90031.0,,2023-07-23,2023-09-12,51,N,,
101101,Mortgage,Collection Harassment,Finserv Co,Ny,Charlotte,17620.0,,2023-09-25,2023-10-25,30,Yes,No,
101102,Bank Account,Billing Disputes,Nan,Pa,Nan,16028.0,,2023-03-10,2023-03-24,14,,TRUE,
101103,Bank Account,Incorrect Information,,Fl,Miami,13395.0,Closed,2023-03-01,2023-03-02,1,FALSE,,
101104,Debt Collection,Identity Theft,Finserv Co,Il,Houston,,Closed,2023-10-15,2023-11-19,35,Y,Y,Closed
101106,Debt Collection,Billing Disputes,United Credit,Ga,,,Closed,2024-05-13,2024-06-26,44,FALSE,No,
101108,Debt Collection,Identity Theft,Metro Loans,Oh,Columbus,26405.0,Resolved,2023-12-17,2023-12-20,3,No,No,
101109,Mortgage,Billing Disputes,Northstar Finance,Nc,Philadelphia,43141.0,,2024-01-03,2024-01-05,2,Yes,,
101110,Bank Account,,Metro Loans,Mi,Atlanta,21459.0,Resolved,2023-10-25,2023-12-09,45,Yes,,In progress
101111,Mortgage,Collection Harassment,Nan,Ny,New York,52478.0,,2023-01-31,2023-02-05,5,TRUE,,
101112,Debt  Collection,Billing Disputes,Finserv Co,Ca,Charlotte,,Resolved,2023-07-16,2023-09-10,56,,Y,Closed with explanation
101113,Credit Card,Billing Disputes,Nan,Il,Miami,,,2023-09-05,2023-09-06,1,,,Closed
101114,Debt Collection,Billing Disputes,Northstar Finance,Oh,Miami,79968.0,,2024-04-02,2024-05-14,42,,No,In progress
101115,Student Loan,Incorrect Information,Finserv Co,,Charlotte,30570.0,In Progress,2023-04-20,2023-06-17,58,TRUE,No,
101116,Student  Loan,Billing Disputes,,Nan,Nan,70503.0,,2023-09-06,2023-09-29,23,FALSE,Y,
101117,Student Loan,Nan,United Credit,Mi,Chicago,83393.0,,2023-06-22,2023-06-20,-2,Y,No,
101118,Student Loan,Billing Disputes,,Ny,,79856.0,Closed,2023-03-09,2023-04-29,51,Yes,FALSE,
101119,Credit Card,Collection Harassment,United Credit,Ca,Charlotte,70288.0,Closed,2023-02-21,2023-02-28,7,No,FALSE,In progress
101120,Mortgage,Other,United Credit,Oh,Nan,72434.0,Open,2023-07-02,2023-07-31,29,Yes,Yes,
101121,Bank Account,Collection Harassment,,Nc,Columbus,26885.0,,2023-02-11,2023-04-10,58,FALSE,Yes,Closed
101122,Student  Loan,Other,Finserv Co,Mi,Nan,22219.0,In Progress,2023-02-03,2023-03-18,43,TRUE,N,Closed with explanation
101123,Bank Account,Other,Metro Loans,Ca,New York,44312.0,Resolved,2023-06-25,2023-06-23,-2,,Yes,In progress
101124,Credit Reporting,Billing Disputes,United Credit,Nan,New York,64739.0,Closed,2023-04-11,2023-05-29,48,No,,Closed
101125,Mortgage,Incorrect Information,Finserv Co,Oh,Detroit,65634.0,In Progress,2023-10-05,2023-10-10,5,,N,
101126,Credit Card,Collection Harassment,Northstar Finance,Nc,Atlanta,79918.0,In Progress,2023-01-09,2023-02-21,43,FALSE,N,
101127,Credit Card,Incorrect Information,,Ny,Charlotte,37764.0,Resolved,2023-05-31,2023-07-05,35,,Yes,Closed with explanation
101128,Bank Account,Collection Harassment,Nan,,Nan,87895.0,Closed,2023-08-15,2023-08-28,13,FALSE,FALSE,In progress
101129,Bank Account,Collection Harassment,,Ga,Miami,50422.0,,2024-04-26,2024-05-18,22,Y,FALSE,In progress
101130,Mortgage,,United Credit,Fl,New York,,In Progress,2023-11-14,2023-11-16,2,FALSE,,Closed with explanation
101131,Student Loan,Identity Theft,,Il,Los Angeles,,Closed,2024-03-16,2024-05-14,59,TRUE,TRUE,
101132,Nan,,Acme Bank,Il,Nan,21468.0,Open,2023-06-21,2023-07-01,10,No,Y,
101133,Mortgage,Billing Disputes,,Ny,Los Angeles,,Open,2023-08-13,2023-08-28,15,Yes,Yes,
101134,Student Loan,Identity Theft,Nan,,Philadelphia,79398.0,,2024-03-19,2024-04-26,38,Yes,TRUE,
101136,Bank Account,Incorrect Information,,Nan,New York,33089.0,,2024-04-24,2024-05-21,27,Yes,Yes,
101137,Credit  Card,Incorrect Information,Finserv Co,Il,New York,,,2024-04-26,2024-05-23,27,Yes,Yes,Closed with explanation
101138,Mortgage,Other,,Ga,Philadelphia,12873.0,Closed,2024-01-11,2024-02-12,32,TRUE,No,In progress
101139,Debt  Collection,Collection Harassment,Acme Bank,Oh,Columbus,18043.0,Resolved,2023-09-09,2023-10-29,50,,Yes,
101140,Debt  Collection,Collection Harassment,Finserv Co,Oh,Philadelphia,84268.0,Closed,2023-09-28,2023-10-18,20,N,Yes,
101141,Credit  Card,Billing Disputes,Northstar Finance,Nc,New York,80523.0,Open,2024-05-05,2024-06-23,49,No,N,In progress
101142,Credit Reporting,Incorrect Information,Metro Loans,Oh,New York,55538.0,Resolved,2023-05-23,2023-07-08,46,TRUE,FALSE,
101143,Debt Collection,Collection Harassment,Acme Bank,Nan,Los Angeles,61309.0,Resolved,2023-06-23,2023-08-19,57,N,N,
101144,Debt Collection,Identity Theft,Acme Bank,Ny,Columbus,39396.0,,2024-03-24,2024-05-17,54,TRUE,Yes,
101145,Credit Card,Incorrect Information,Northstar Finance,Tx,Charlotte,,Open,2023-07-13,2023-08-28,46,N,Y,Closed
101146,Credit Reporting,Collection Harassment,Metro Loans,Nan,Columbus,11028.0,,2023-04-28,2023-05-09,11,TRUE,Yes,Closed with explanation
101147,Mortgage,Collection Harassment,Metro Loans,Nan,Nan,,Closed,2023-10-08,2023-11-22,45,Y,TRUE,In progress
101148,Credit Reporting,Other,,,Chicago,,Closed,2023-06-12,2023-07-24,42,,No,Closed
101149,Debt  Collection,Incorrect Information,Northstar Finance,Pa,Columbus,,Open,2024-03-21,2024-04-03,13,TRUE,N,
101150,Credit Reporting,Incorrect Information,,Oh,Chicago,81335.0,Closed,2024-03-30,2024-05-08,39,Y,,Closed
101151,Credit  Card,Nan,,Ny,Miami,,In Progress,2023-06-03,2023-06-14,11,Yes,TRUE,
101152,,,United Credit,Fl,Detroit,54073.0,Closed,2023-09-22,2023-10-21,29,FALSE,,
101153,Student  Loan,Incorrect Information,Northstar Finance,Nan,Miami,,Closed,2024-05-06,2024-06-21,46,N,Y,
101154,Student  Loan,Incorrect Information,Acme Bank,Il,Philadelphia,23474.0,Resolved,2024-01-07,2024-01-14,7,No,,
101155,Bank Account,Identity Theft,Nan,Oh,New York,51984.0,Open,2023-04-18,2023-05-04,16,N,FALSE,Closed with explanation
101156,Credit Card,Incorrect Information,Finserv Co,Ca,Nan,42265.0,,2023-10-23,2023-12-08,46,N,TRUE,
101157,Credit Reporting,Identity Theft,Nan,Oh,Chicago,58069.0,Closed,2023-11-06,2023-11-30,24,,TRUE,Closed with explanation
101158,Debt Collection,Fees,,Nan,Nan,24877.0,,2023-11-23,2024-01-19,57,TRUE,TRUE,
101159,Credit Reporting,Other,Nan,Nc,Chicago,30829.0,Resolved,2023-01-13,2023-01-08,-5,FALSE,No,
101160,Credit Reporting,Collection Harassment,Acme Bank,Ga,Detroit,,,2023-05-30,2023-07-10,41,FALSE,Y,Closed with explanation
101161,Credit Reporting,Incorrect Information,United Credit,Nan,Nan,48202.0,Closed,2024-03-03,2024-04-19,47,,FALSE,In progress
101162,Student Loan,Other,,Fl,Houston,34867.0,Closed,2023-05-01,2023-06-24,54,Yes,N,In progress
101163,Bank Account,Other,Acme Bank,Il,New York,30111.0,Open,2023-05-30,2023-06-04,5,N,,Closed
101164,Bank Account,Incorrect Information,Acme Bank,Nc,Charlotte,59455.0,Closed,2023-06-11,2023-08-08,58,FALSE,TRUE,Closed with explanation
101165,Credit Card,Collection Harassment,,Oh,Nan,54766.0,Resolved,2023-03-30,2023-04-19,20,No,Yes,
101166,Debt Collection,Incorrect Information,Acme Bank,,Charlotte,28900.0,Resolved,2023-03-19,2023-04-05,17,N,FALSE,
101167,Student Loan,Other,Finserv Co,Ny,,72912.0,,2023-06-23,2023-07-11,18,N,TRUE,Closed with explanation
101168,Student  Loan,Incorrect Information,,Ca,New York,40930.0,,2024-03-13,2024-04-18,36,,Y,Closed
101169,Bank Account,Identity Theft,Nan,Il,New York,40722.0,,2023-01-01,2023-02-07,37,,,In progress
101170,Student Loan,Billing Disputes,,Oh,Columbus,53013.0,In Progress,2023-05-22,2023-06-16,25,Yes,Y,Closed
101171,Credit Card,Other,Acme Bank,Nan,Miami,22514.0,In Progress,2023-01-31,2023-01-30,-1,No,Yes,Closed with explanation
101172,Debt Collection,Identity Theft,United Credit,Oh,Charlotte,47802.0,,2023-10-08,2023-12-06,59,,Yes,
101173,Debt  Collection,Collection Harassment,,Oh,Chicago,62415.0,,2023-05-06,2023-05-15,9,No,,In progress
101174,Credit Reporting,Billing Disputes,Finserv Co,Tx,Houston,21576.0,In Progress,2024-01-31,2024-02-01,1,N,N,
101175,Mortgage,Fees,Nan,Oh,New York,60840.0,,2023-10-20,2023-11-22,33,,N,Closed
101176,Mortgage,Incorrect Information,,Ga,Atlanta,13497.0,Open,2024-01-27,2024-02-17,21,,Y,
101177,Mortgage,Incorrect Information,,Nc,Detroit,,,2023-11-14,2023-12-19,35,,FALSE,Closed
101178,Credit  Card,Identity Theft,,Nc,Philadelphia,13191.0,,2023-08-08,2023-09-28,51,No,TRUE,Closed with explanation
101179,Bank Account,Billing Disputes,Nan,Oh,Philadelphia,,Resolved,2024-03-06,2024-03-07,1,No,,
101180,Bank Account,,Nan,Tx,New York,,Resolved,2023-08-27,2023-09-09,13,No,,
101181,Student  Loan,,Metro Loans,Tx,New York,65315.0,Open,2024-04-19,2024-05-17,28,,,
101182,Credit Reporting,Collection Harassment,,Tx,Columbus,74691.0,Resolved,2024-05-12,2024-06-27,46,No,Y,Closed with explanation
101183,Credit Card,Incorrect Information,Finserv Co,Nc,Philadelphia,52203.0,Closed,2023-10-22,2023-11-25,34,N,TRUE,
101184,Mortgage,Identity Theft,Metro Loans,,Miami,21812.0,,2023-12-04,2023-12-23,19,,Y,
101185,Mortgage,Identity Theft,United Credit,Nan,Los Angeles,44873.0,Closed,2023-05-08,2023-06-11,34,N,FALSE,In progress
101186,Mortgage,Fees,Finserv Co,Il,Columbus,80827.0,Closed,2024-02-12,2024-04-10,58,,FALSE,
101187,Student  Loan,Incorrect Information,Finserv Co,Ca,Miami,18128.0,In Progress,2023-12-02,2023-12-28,26,N,Y,Closed with explanation
101188,Credit Card,Other,,Nc,Chicago,74409.0,,2024-03-27,2024-05-18,52,N,,Closed
101189,Credit Card,Nan,Nan,Ny,Chicago,44719.0,,2023-05-14,2023-06-28,45,,Y,Closed with explanation
101190,Credit Reporting,Fees,Acme Bank,Nc,Miami,10354.0,In Progress,2024-01-29,2024-02-12,14,TRUE,,In progress
101191,Credit Reporting,Billing Disputes,United Credit,Pa,Miami,72512.0,Closed,2023-08-24,2023-09-04,11,No,,
101192,Mortgage,Identity Theft,Northstar Finance,,New York,,,2023-04-03,2023-05-18,45,FALSE,Yes,Closed with explanation
101193,Mortgage,Other,Metro Loans,Nc,New York,43268.0,Resolved,2023-03-27,2023-04-04,8,,N,In progress
101194,Debt  Collection,Incorrect Information,,Nan,Charlotte,27552.0,In Progress,2023-10-09,2023-10-25,16,,N,Closed
101195,Debt  Collection,Nan,Northstar Finance,Pa,Chicago,62558.0,,2023-06-09,2023-06-19,10,Yes,,
101196,Credit Reporting,Fees,Finserv Co,,Nan,15050.0,In Progress,2023-02-20,2023-03-26,34,Yes,FALSE,
101197,Debt Collection,Billing Disputes,Acme Bank,Ga,Miami,18194.0,Resolved,2023-08-02,2023-08-16,14,FALSE,Yes,Closed
101198,Credit Card,Fees,Acme Bank,Nc,Miami,57820.0,,2023-11-23,2023-12-30,37,FALSE,,Closed
101199,Debt Collection,Nan,Finserv Co,Pa,Atlanta,99453.0,Closed,2023-06-09,2023-08-03,55,FALSE,No,
101200,Bank Account,Billing Disputes,Acme Bank,Oh,Nan,13566.0,,2024-04-22,2024-06-09,48,N,Y,Closed with explanation
101201,Debt  Collection,Incorrect Information,,,Columbus,51466.0,,2024-01-25,2024-03-21,56,,No,Closed with explanation
101202,Debt  Collection,Incorrect Information,,Pa,Chicago,,In Progress,2023-09-14,2023-09-10,-4,TRUE,No,
101203,Credit Reporting,Identity Theft,United Credit,Ny,Detroit,36167.0,In Progress,2024-04-12,2024-05-06,24,,TRUE,
101204,Student  Loan,Fees,Acme Bank,Pa,Nan,54366.0,Open,2023-08-05,2023-08-14,9,Y,Yes,
101205,Mortgage,Collection Harassment,United Credit,Pa,Miami,,Open,2023-03-11,2023-05-04,54,,Yes,Closed
101206,Mortgage,Identity Theft,,Pa,New York,75515.0,,2023-01-18,2023-02-28,41,No,,
101207,Bank Account,Nan,Nan,Ny,,,In Progress,2024-04-14,2024-04-29,15,FALSE,Y,Closed
101208,Debt Collection,Fees,Finserv Co,Ca,Columbus,77562.0,,2024-04-24,2024-05-25,31,FALSE,FALSE,
101209,Debt Collection,Collection Harassment,Finserv Co,Il,Miami,70818.0,Closed,2024-01-05,2024-02-08,34,Y,,Closed
101210,Credit  Card,Billing Disputes,,Pa,Nan,55608.0,Closed,2023-02-21,2023-03-20,27,Yes,Yes,In progress
101211,Mortgage,Collection Harassment,,Ny,Nan,49701.0,,2023-05-27,2023-06-21,25,,,
101213,Credit Reporting,Collection Harassment,,Il,,88684.0,Closed,2023-01-26,2023-02-19,24,N,,
101214,Student Loan,Collection Harassment,Nan,Ny,Los Angeles,,Open,2023-05-04,2023-05-21,17,Yes,Y,
101215,Mortgage,Identity Theft,Finserv Co,Fl,Philadelphia,70783.0,,2023-10-14,2023-12-01,48,N,No,Closed with explanation
101216,Credit Card,Identity Theft,United Credit,Fl,Miami,,Open,2023-02-02,2023-03-25,51,,No,
101217,Credit  Card,Billing Disputes,United Credit,Tx,,19865.0,Open,2024-05-07,2024-06-19,43,TRUE,Y,In progress
101218,Debt Collection,Fees,Finserv Co,Nan,Detroit,21327.0,Closed,2023-08-16,2023-08-13,-3,No,FALSE,In progress
101219,Debt  Collection,Collection Harassment,United Credit,Ca,Philadelphia,95606.0,,2023-05-12,2023-06-30,49,N,FALSE,Closed
101220,Credit Reporting,Incorrect Information,United Credit,Nc,Houston,42691.0,Resolved,2023-09-16,2023-10-06,20,Yes,FALSE,
101221,Credit Reporting,Billing Disputes,Northstar Finance,Mi,Miami,19939.0,Open,2024-01-31,2024-02-22,22,TRUE,Yes,
101222,Credit Card,Identity Theft,Nan,,New York,,,2023-06-06,2023-08-01,56,Yes,,
101223,Student Loan,Incorrect Information,Nan,Ga,Nan,11879.0,,2023-01-24,2023-03-16,51,Y,N,
101224,Mortgage,Other,Finserv Co,Ga,Atlanta,57789.0,,2023-01-26,2023-01-24,-2,Yes,Yes,Closed
101225,Credit  Card,Billing Disputes,Acme Bank,Nan,Houston,63185.0,Open,2024-03-01,2024-03-19,18,No,,
101226,Credit Card,Fees,,Tx,Detroit,,,2023-11-14,2023-12-14,30,,Yes,Closed with explanation
101228,Mortgage,Identity Theft,Finserv Co,,Chicago,53239.0,,2023-07-12,2023-07-23,11,,N,Closed with explanation
101229,Bank Account,Other,,Oh,Los Angeles,96393.0,,2024-01-24,2024-02-22,29,,,Closed with explanation
101230,Nan,Other,Northstar Finance,Ca,Nan,78686.0,In Progress,2023-01-31,2023-03-23,51,FALSE,FALSE,
101231,,Incorrect Information,Nan,Nc,Charlotte,16777.0,Resolved,2024-03-24,2024-04-02,9,N,No,
101233,Student  Loan,Collection Harassment,Finserv Co,Ca,Charlotte,77879.0,Open,2023-08-13,2023-09-24,42,,No,Closed
101234,Nan,Collection Harassment,Nan,Ny,Los Angeles,58372.0,Closed,2023-04-14,2023-06-05,52,,Y,
101235,Credit Card,Identity Theft,Finserv Co,Nan,New York,77788.0,Resolved,2024-05-03,2024-05-17,14,N,No,
101236,,Incorrect Information,Acme Bank,Fl,Miami,13432.0,Resolved,2023-09-03,2023-10-03,30,N,,
101238,Student Loan,Billing Disputes,Finserv Co,,Los Angeles,80645.0,In Progress,2023-07-17,2023-08-15,29,N,Yes,Closed with explanation
101239,Credit Card,Identity Theft,Northstar Finance,Pa,New York,80651.0,Resolved,2023-04-26,2023-05-17,21,,TRUE,
101240,Bank Account,Fees,United Credit,Il,Atlanta,,,2023-07-28,2023-09-11,45,Yes,No,
101241,Credit Reporting,,Northstar Finance,Il,Charlotte,46392.0,Resolved,2023-03-17,2023-05-02,46,FALSE,,Closed
101242,Credit Card,Identity Theft,,Nc,Charlotte,,,2023-01-01,2023-01-11,10,,No,Closed
101243,Mortgage,Billing Disputes,Acme Bank,Ca,Miami,75506.0,,2023-05-25,2023-07-10,46,,Y,
101244,Credit Reporting,Identity Theft,Nan,Pa,Atlanta,69403.0,Resolved,2023-02-26,2023-03-07,9,No,No,In progress
101245,Bank Account,Incorrect Information,Finserv Co,Il,Detroit,70088.0,,2023-07-27,2023-08-17,21,N,,
101246,Credit  Card,Collection Harassment,,Ny,Nan,25314.0,Closed,2024-03-07,2024-03-03,-4,Y,Yes,Closed with explanation
101247,Mortgage,Incorrect Information,United Credit,Nan,New York,75808.0,Resolved,2023-03-23,2023-04-09,17,N,TRUE,Closed
101248,Student Loan,Identity Theft,Finserv Co,Ny,,75201.0,Open,2023-01-01,2023-02-27,57,Yes,Yes,
